Num Training Releases,% Training,% Defective In Training,% Defective In Testing,Classifier,Balancing,Feature Selection,TP,FP,TN,FN,Precision,Recall,ROC Area,Kappa
16,0.9214743589743589,0.06434782608695652,0.10204081632653061,IBk,Undersampling,Yes,3,20,24,2,0.13043478260869565,0.6,0.5727272727272728,0.05604203152364253
18,0.8987161198288159,0.06666666666666667,0.09859154929577464,IBk,Undersampling,Yes,4,13,51,3,0.23529411764705882,0.5714285714285714,0.6941964285714286,0.22510231923601617
19,0.9901129943502824,0.06990014265335236,0.5714285714285714,IBk,Undersampling,Yes,4,0,3,0,1.0,1.0,1.0,1.0
20,0.9779005524861878,0.0748587570621469,0.1875,IBk,Undersampling,Yes,2,9,4,1,0.18181818181818182,0.6666666666666666,0.48717948717948717,-0.012658227848101266
3,0.270042194092827,0.015625,0.09248554913294797,RandomForest,None,None,0,0,157,16,NaN,0.0,0.2880175159235669,0.0
4,0.915057915057915,0.07172995780590717,0.13636363636363635,RandomForest,None,None,0,0,19,3,NaN,0.0,0.5877192982456141,0.0
5,0.9847908745247148,0.07722007722007722,0.25,RandomForest,None,None,0,0,3,1,NaN,0.0,0.8333333333333334,0.0
6,0.8945578231292517,0.07984790874524715,0.03225806451612903,RandomForest,None,None,0,0,30,1,NaN,0.0,0.9666666666666667,0.0
9,0.84251968503937,0.06853582554517133,0.016666666666666666,RandomForest,None,None,0,3,56,1,0.0,0.0,0.9152542372881356,-0.025641025641026254
10,0.8485523385300668,0.06036745406824147,0.16176470588235295,RandomForest,None,None,0,0,57,11,NaN,0.0,0.7575757575757576,0.0
11,0.8944223107569721,0.0757238307349666,0.03773584905660377,RandomForest,None,None,0,0,51,2,NaN,0.0,0.49019607843137253,0.0
12,0.8730434782608696,0.07171314741035857,0.0136986301369863,RandomForest,None,None,0,0,72,1,NaN,0.0,0.6041666666666666,0.0
13,0.8730434782608696,0.07171314741035857,0.0136986301369863,RandomForest,None,None,0,0,72,1,NaN,0.0,0.6041666666666666,0.0
