Class,Buggy In Version
daffodil-core/src/main/scala/org/apache/daffodil/dsom/LocalElementMixin.scala,21
daffodil-core/src/main/scala/org/apache/daffodil/dsom/LocalElementMixin.scala,22
daffodil-core/src/main/scala/org/apache/daffodil/dsom/ModelGroup.scala,15
daffodil-core/src/main/scala/org/apache/daffodil/dsom/ModelGroup.scala,16
daffodil-core/src/main/scala/org/apache/daffodil/dsom/ModelGroup.scala,17
daffodil-core/src/main/scala/org/apache/daffodil/dsom/ModelGroup.scala,18
daffodil-core/src/main/scala/org/apache/daffodil/dsom/ModelGroup.scala,19
daffodil-core/src/main/scala/org/apache/daffodil/dsom/ModelGroup.scala,20
daffodil-core/src/main/scala/org/apache/daffodil/dsom/ModelGroup.scala,21
daffodil-core/src/main/scala/org/apache/daffodil/dsom/ModelGroup.scala,22
daffodil-core/src/main/scala/org/apache/daffodil/dsom/ParticleMixin.scala,15
daffodil-core/src/main/scala/org/apache/daffodil/dsom/ParticleMixin.scala,16
daffodil-core/src/main/scala/org/apache/daffodil/dsom/ParticleMixin.scala,17
daffodil-core/src/main/scala/org/apache/daffodil/dsom/ParticleMixin.scala,18
daffodil-core/src/main/scala/org/apache/daffodil/dsom/ParticleMixin.scala,19
daffodil-core/src/main/scala/org/apache/daffodil/dsom/ParticleMixin.scala,20
daffodil-core/src/main/scala/org/apache/daffodil/dsom/ParticleMixin.scala,21
daffodil-core/src/main/scala/org/apache/daffodil/dsom/ParticleMixin.scala,22
daffodil-core/src/main/scala/org/apache/daffodil/dsom/RuntimePropertyMixins.scala,15
daffodil-core/src/main/scala/org/apache/daffodil/dsom/RuntimePropertyMixins.scala,16
daffodil-core/src/main/scala/org/apache/daffodil/dsom/RuntimePropertyMixins.scala,17
daffodil-core/src/main/scala/org/apache/daffodil/dsom/RuntimePropertyMixins.scala,18
daffodil-core/src/main/scala/org/apache/daffodil/dsom/RuntimePropertyMixins.scala,19
daffodil-core/src/main/scala/org/apache/daffodil/dsom/RuntimePropertyMixins.scala,20
daffodil-core/src/main/scala/org/apache/daffodil/dsom/RuntimePropertyMixins.scala,21
daffodil-core/src/main/scala/org/apache/daffodil/dsom/RuntimePropertyMixins.scala,22
daffodil-core/src/main/scala/org/apache/daffodil/dsom/SchemaComponent.scala,15
daffodil-core/src/main/scala/org/apache/daffodil/dsom/SchemaComponent.scala,16
daffodil-core/src/main/scala/org/apache/daffodil/dsom/SchemaComponent.scala,17
daffodil-core/src/main/scala/org/apache/daffodil/dsom/SchemaComponent.scala,18
daffodil-core/src/main/scala/org/apache/daffodil/dsom/SchemaComponent.scala,19
daffodil-core/src/main/scala/org/apache/daffodil/dsom/SchemaComponent.scala,20
daffodil-core/src/main/scala/org/apache/daffodil/dsom/SchemaComponent.scala,21
daffodil-core/src/main/scala/org/apache/daffodil/dsom/SchemaComponent.scala,22
daffodil-core/src/main/scala/org/apache/daffodil/dsom/SequenceGroup.scala,15
daffodil-core/src/main/scala/org/apache/daffodil/dsom/SequenceGroup.scala,16
daffodil-core/src/main/scala/org/apache/daffodil/dsom/SequenceGroup.scala,17
daffodil-core/src/main/scala/org/apache/daffodil/dsom/SequenceGroup.scala,18
daffodil-core/src/main/scala/org/apache/daffodil/dsom/SequenceGroup.scala,19
daffodil-core/src/main/scala/org/apache/daffodil/dsom/SequenceGroup.scala,20
daffodil-core/src/main/scala/org/apache/daffodil/dsom/SequenceGroup.scala,21
daffodil-core/src/main/scala/org/apache/daffodil/dsom/SequenceGroup.scala,22
daffodil-core/src/main/scala/org/apache/daffodil/dsom/Term.scala,15
daffodil-core/src/main/scala/org/apache/daffodil/dsom/Term.scala,16
daffodil-core/src/main/scala/org/apache/daffodil/dsom/Term.scala,17
daffodil-core/src/main/scala/org/apache/daffodil/dsom/Term.scala,18
daffodil-core/src/main/scala/org/apache/daffodil/dsom/Term.scala,19
daffodil-core/src/main/scala/org/apache/daffodil/dsom/Term.scala,20
daffodil-core/src/main/scala/org/apache/daffodil/dsom/Term.scala,21
daffodil-core/src/main/scala/org/apache/daffodil/dsom/Term.scala,22
daffodil-core/src/main/scala/org/apache/daffodil/grammar/AlignedMixin.scala,15
daffodil-core/src/main/scala/org/apache/daffodil/grammar/AlignedMixin.scala,16
daffodil-core/src/main/scala/org/apache/daffodil/grammar/AlignedMixin.scala,17
daffodil-core/src/main/scala/org/apache/daffodil/grammar/AlignedMixin.scala,18
daffodil-core/src/main/scala/org/apache/daffodil/grammar/AlignedMixin.scala,19
daffodil-core/src/main/scala/org/apache/daffodil/grammar/AlignedMixin.scala,20
daffodil-core/src/main/scala/org/apache/daffodil/grammar/AlignedMixin.scala,21
daffodil-core/src/main/scala/org/apache/daffodil/grammar/AlignedMixin.scala,22
daffodil-core/src/main/scala/org/apache/daffodil/grammar/ElementBaseGrammarMixin.scala,15
daffodil-core/src/main/scala/org/apache/daffodil/grammar/ElementBaseGrammarMixin.scala,16
daffodil-core/src/main/scala/org/apache/daffodil/grammar/ElementBaseGrammarMixin.scala,17
daffodil-core/src/main/scala/org/apache/daffodil/grammar/ElementBaseGrammarMixin.scala,18
daffodil-core/src/main/scala/org/apache/daffodil/grammar/ElementBaseGrammarMixin.scala,19
daffodil-core/src/main/scala/org/apache/daffodil/grammar/ElementBaseGrammarMixin.scala,20
daffodil-core/src/main/scala/org/apache/daffodil/grammar/ElementBaseGrammarMixin.scala,21
daffodil-core/src/main/scala/org/apache/daffodil/grammar/ElementBaseGrammarMixin.scala,22
daffodil-core/src/main/scala/org/apache/daffodil/grammar/SequenceGrammarMixin.scala,15
daffodil-core/src/main/scala/org/apache/daffodil/grammar/SequenceGrammarMixin.scala,16
daffodil-core/src/main/scala/org/apache/daffodil/grammar/SequenceGrammarMixin.scala,17
daffodil-core/src/main/scala/org/apache/daffodil/grammar/SequenceGrammarMixin.scala,18
daffodil-core/src/main/scala/org/apache/daffodil/grammar/SequenceGrammarMixin.scala,19
daffodil-core/src/main/scala/org/apache/daffodil/grammar/SequenceGrammarMixin.scala,20
daffodil-core/src/main/scala/org/apache/daffodil/grammar/SequenceGrammarMixin.scala,21
daffodil-core/src/main/scala/org/apache/daffodil/grammar/SequenceGrammarMixin.scala,22
daffodil-core/src/main/scala/org/apache/daffodil/grammar/primitives/ChoiceCombinator.scala,15
