Release Index,File,LOC,LOC Thouched,LOC Added,MAX LOC Added,AVERAGE LOC Added,Num Revisions,Num Authors,Churn,MAX Churn,AVERAGE Churn,ChgSet Size,MAX ChgSetSize,AVERAGE ChgSetSize,Buggy,Num Bugs
52,fit/wa-reference/src/test/java/org/apache/syncope/fit/sra/AbstractSRAITCase.java,214,248,16,15,8.0,2,1,-92,0,-46.0,396,229,198.0,?,0
52,core/idrepo/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/RESTCXFContext.java,198,134,23,15,7.666666666666667,3,2,-21,3,-7.0,343,300,114.33333333333333,?,0
52,ext/flowable/common-lib/src/main/java/org/apache/syncope/common/lib/to/WorkflowTask.java,26,8,0,0,0.0,1,1,-4,0,-4.0,300,300,300.0,?,0
52,wa/starter/src/main/java/org/apache/syncope/wa/starter/saml/idp/metadata/RestfulSamlIdPMetadataLocator.java,86,110,31,25,7.75,4,1,7,7,1.75,305,139,76.25,?,0
52,client/idrepo/lib/src/main/java/org/apache/syncope/client/lib/SyncopeClient.java,374,24,11,9,5.5,2,2,10,9,5.0,142,139,71.0,?,0
52,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/request/UserUR.java,207,66,13,13,13.0,1,1,-7,0,-7.0,300,300,300.0,?,0
52,core/starter/src/main/java/org/apache/syncope/core/starter/SwaggerUIInitializer.java,25,8,2,2,2.0,1,1,0,0,0.0,300,300,300.0,?,0
52,ext/pom.xml,79,10,2,1,0.6666666666666666,3,1,-1,0,-0.3333333333333333,696,300,232.0,?,0
52,ext/oidcclient/agent/src/main/resources/META-INF/resources/oidcclient/loginSuccess.jsp,29,66,0,0,0.0,1,1,-33,0,-33.0,167,167,167.0,?,0
52,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/policy/AccessPolicy.java,20,22,3,3,3.0,1,1,-5,0,-5.0,59,59,59.0,?,0
52,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPAAccessToken.java,73,20,5,5,5.0,1,1,0,0,0.0,36,36,36.0,?,0
52,core/am/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/service/wa/WASAML2SPMetadataServiceImpl.java,45,28,6,6,6.0,1,1,-2,0,-2.0,139,139,139.0,?,0
52,common/am/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/wa/WAOIDCJWKSService.java,64,74,21,21,21.0,1,1,5,5,5.0,139,139,139.0,?,0
52,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/ItemTO.java,161,28,4,4,4.0,1,1,-6,0,-6.0,300,300,300.0,?,0
52,core/spring/pom.xml,143,32,8,6,4.0,2,1,0,0,0.0,69,36,34.5,?,0
52,sra/src/main/java/org/apache/syncope/sra/filters/ClientCertsToRequestHeaderFilterFactory.java,60,148,74,74,74.0,1,1,74,74,74.0,40,40,40.0,?,0
52,common/am/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/wa/WASAML2SPKeystoreService.java,86,56,13,13,13.0,1,1,-2,0,-2.0,139,139,139.0,?,0
52,client/am/console/src/main/resources/org/apache/syncope/client/console/panels/SRARouteFilterPanel_ja.properties,17,0,0,0,0.0,1,1,0,0,0.0,72,72,72.0,?,0
52,ext/oidcc4ui/client-console/src/main/java/org/apache/syncope/client/console/pages/OIDCClientBeforeLogout.java,29,8,3,3,3.0,1,1,2,2,2.0,167,167,167.0,?,0
52,common/am/lib/src/main/java/org/apache/syncope/common/lib/policy/DefaultAccessPolicyConf.java,18,18,2,1,1.0,2,1,-5,0,-2.5,359,300,179.5,?,0
52,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/policy/package-info.java,28,64,0,0,0.0,1,1,-32,0,-32.0,300,300,300.0,?,0
52,client/am/console/src/main/java/org/apache/syncope/client/console/rest/SRARouteRestClient.java,39,52,13,13,13.0,1,1,0,0,0.0,72,72,72.0,?,0
52,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/info/SystemInfo.java,98,38,3,3,3.0,1,1,-13,0,-13.0,300,300,300.0,?,0
52,docker/enduser/pom.xml,182,16,4,2,2.0,2,1,0,0,0.0,396,229,198.0,?,0
52,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/TaskTO.java,108,60,11,11,11.0,1,1,-8,0,-8.0,300,300,300.0,?,0
52,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/annotations/ExtPage.java,29,74,0,0,0.0,1,1,-37,0,-37.0,229,229,229.0,?,0
52,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/SchedTaskTO.java,132,38,5,5,5.0,1,1,-9,0,-9.0,300,300,300.0,?,0
52,common/am/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/wa/U2FRegistrationService.java,76,176,88,88,88.0,1,1,88,88,88.0,19,19,19.0,?,0
52,common/am/lib/src/main/java/org/apache/syncope/common/lib/types/ClientAppType.java,20,8,1,1,0.5,2,1,-2,1,-1.0,314,300,157.0,?,0
52,client/idm/console/src/main/java/org/apache/syncope/client/console/wizards/CSVPullWizardBuilder.java,239,114,37,22,9.25,4,1,17,15,4.25,29,18,7.25,?,0
52,ext/oidcc4ui/provisioning-java/pom.xml,53,28,7,7,7.0,1,1,0,0,0.0,167,167,167.0,?,0
52,wa/starter/src/test/resources/dev/keymaster.properties,17,38,19,19,19.0,1,1,19,19,19.0,6,6,6.0,?,0
52,ext/scimv2/scim-rest-api/pom.xml,56,8,2,2,2.0,1,1,0,0,0.0,33,33,33.0,?,0
52,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/types/ExecStatus.java,44,4,0,0,0.0,1,1,-2,0,-2.0,300,300,300.0,?,0
52,ext/saml2sp4ui/logic/src/main/resources/saml2sp4ui-logic.properties,20,24,5,5,5.0,1,1,-2,0,-2.0,229,229,229.0,?,0
52,client/idrepo/console/src/main/resources/org/apache/syncope/client/console/SyncopeWebApplication_it.properties,77,2,1,1,1.0,1,1,1,1,1.0,18,18,18.0,?,0
52,sra/src/main/java/org/apache/syncope/sra/security/pac4j/RedirectionActionUtils.java,50,36,7,7,7.0,1,1,-4,0,-4.0,17,17,17.0,?,0
52,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/pages/Self.java,116,50,16,16,16.0,1,1,7,7,7.0,229,229,229.0,?,0
52,ext/saml2sp4ui/client-console/src/main/resources/org/apache/syncope/client/console/panels/SAML2IdPsDirectoryPanel.html,21,0,0,0,0.0,1,1,0,0,0.0,229,229,229.0,?,0
52,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/SyncopeConstants.java,47,8,0,0,0.0,1,1,-4,0,-4.0,300,300,300.0,?,0
52,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/MembershipTO.java,157,68,13,13,13.0,1,1,-8,0,-8.0,300,300,300.0,?,0
52,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/commons/PreviewUtils.java,42,4,0,0,0.0,1,1,-2,0,-2.0,20,20,20.0,?,0
52,client/idrepo/console/src/main/resources/org/apache/syncope/client/console/panels/AccessTokenDirectoryPanel_it.properties,19,4,1,1,1.0,1,1,0,0,0.0,36,36,36.0,?,0
52,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/policy/JPAAttrReleasePolicy.java,40,90,14,14,14.0,1,1,-17,0,-17.0,59,59,59.0,?,0
52,ext/saml2sp4ui/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/SAML2SP4UIIdPActions.java,33,24,6,6,6.0,1,1,0,0,0.0,229,229,229.0,?,0
52,archetype/src/main/resources/archetype-resources/wa/pom.xml,116,8,0,0,0.0,1,1,-4,0,-4.0,41,41,41.0,?,0
52,ext/oidcc4ui/client-console/src/main/java/org/apache/syncope/client/console/pages/OIDCClientLogout.java,24,22,3,3,3.0,1,1,-5,0,-5.0,167,167,167.0,?,0
52,client/idrepo/lib/pom.xml,85,42,10,6,3.3333333333333335,3,2,-1,4,-0.3333333333333333,343,300,114.33333333333333,?,0
52,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/log/AuditEntry.java,123,32,5,5,5.0,1,1,-6,0,-6.0,300,300,300.0,?,0
52,client/am/console/src/main/resources/org/apache/syncope/client/console/panels/SRARoutePredicatePanel_pt_BR.properties,19,4,1,1,1.0,1,1,0,0,0.0,72,72,72.0,?,0
52,core/am/logic/src/main/java/org/apache/syncope/core/logic/init/ClassPathScanImplementationLookup.java,103,254,0,0,0.0,1,1,-127,0,-127.0,59,59,59.0,?,0
52,common/idm/lib/pom.xml,48,22,0,0,0.0,1,1,-11,0,-11.0,300,300,300.0,?,0
52,ext/oidcclient/agent/src/main/java/org/apache/syncope/ext/oidcclient/agent/BeforeLogout.java,56,142,0,0,0.0,1,1,-71,0,-71.0,167,167,167.0,?,0
52,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/JobTO.java,71,20,2,2,2.0,1,1,-6,0,-6.0,300,300,300.0,?,0
52,core/persistence-jpa-json/src/test/resources/domains/MasterContent.xml,2357,388,107,41,9.727272727272727,11,2,20,10,1.8181818181818181,866,300,78.72727272727273,?,0
52,fit/core-reference/src/test/java/org/apache/syncope/fit/core/UserIssuesITCase.java,1300,8,4,4,4.0,1,1,4,4,4.0,17,17,17.0,?,0
52,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/types/ResourceOperation.java,21,6,0,0,0.0,1,1,-3,0,-3.0,300,300,300.0,?,0
52,sra/src/test/resources/client_pavel.p12,55,0,0,0,0.0,2,1,0,0,0.0,47,40,23.5,?,0
52,ext/saml2sp4ui/common-lib/src/main/java/org/apache/syncope/common/lib/saml2/SAML2Response.java,47,10,2,2,2.0,1,1,-1,0,-1.0,229,229,229.0,?,0
52,ext/saml2sp/agent/src/main/resources/META-INF/spring.factories,16,38,0,0,0.0,1,1,-19,0,-19.0,229,229,229.0,?,0
