@RELATION finalTableAVRO

@ATTRIBUTE releaseindex REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE locthouched REAL
@ATTRIBUTE locadded REAL
@ATTRIBUTE maxlocadded REAL
@ATTRIBUTE averagelocadded REAL
@ATTRIBUTE numrevisions REAL
@ATTRIBUTE numauthors REAL
@ATTRIBUTE churn REAL
@ATTRIBUTE maxchurn REAL
@ATTRIBUTE averagechurn REAL
@ATTRIBUTE chgsetsize REAL
@ATTRIBUTE maxchgsetsize REAL
@ATTRIBUTE averagechgsetsize REAL
@ATTRIBUTE buggy {No,Yes}

@DATA
24,71,166,83,83,83.0,1,1,83,83,83.0,19,19,19.0,No
24,253,6,2,2,2.0,1,1,1,1,1.0,19,19,19.0,No
24,127,12,3,3,3.0,1,1,0,0,0.0,19,19,19.0,No
24,232,108,50,50,50.0,1,1,46,46,46.0,19,19,19.0,No
24,336,130,56,33,28.0,2,1,47,26,23.5,9,5,4.5,No
24,405,256,128,128,128.0,1,1,128,128,128.0,5,5,5.0,No
24,33,80,40,40,40.0,1,1,40,40,40.0,19,19,19.0,No
24,244,46,23,23,23.0,1,1,23,23,23.0,9,9,9.0,No
24,40,108,54,36,27.0,2,2,54,36,27.0,7,5,3.5,No
24,72,170,85,85,85.0,1,1,85,85,85.0,19,19,19.0,No
24,241,28,7,6,3.5,2,1,0,6,0.0,6,3,3.0,No
24,65,38,13,13,13.0,1,1,7,7,7.0,9,9,9.0,No
24,37,86,43,43,43.0,1,1,43,43,43.0,19,19,19.0,No
24,1282,216,94,69,47.0,2,1,80,55,40.0,9,5,4.5,No
24,356,820,410,410,410.0,1,1,410,410,410.0,19,19,19.0,No
24,138,36,18,11,9.0,2,1,18,11,9.0,6,3,3.0,No
24,159,34,10,10,10.0,1,1,3,3,3.0,9,9,9.0,No
24,310,40,14,14,14.0,1,1,8,8,8.0,11,11,11.0,No
24,533,50,16,10,8.0,2,1,7,5,3.5,18,11,9.0,No
24,574,4,1,1,1.0,1,1,0,0,0.0,19,19,19.0,No
24,2753,8,4,4,4.0,1,1,4,4,4.0,7,7,7.0,No
24,271,630,315,315,315.0,1,1,315,315,315.0,19,19,19.0,No
24,319,14,6,6,6.0,1,1,5,5,5.0,11,11,11.0,No
24,517,58,20,20,20.0,1,1,11,11,11.0,5,5,5.0,No
24,121,14,6,6,6.0,1,1,5,5,5.0,11,11,11.0,No
24,102,230,115,115,115.0,1,1,115,115,115.0,19,19,19.0,No
24,1348,248,89,89,89.0,1,1,54,54,54.0,9,9,9.0,No
24,159,6,1,1,1.0,1,1,-1,0,-1.0,19,19,19.0,No
24,98,250,125,125,125.0,1,1,125,125,125.0,11,11,11.0,No
24,35,94,47,47,47.0,1,1,47,47,47.0,7,7,7.0,No
24,164,28,12,12,12.0,1,1,10,10,10.0,19,19,19.0,No
24,635,1406,703,703,703.0,1,1,703,703,703.0,19,19,19.0,No
24,134,12,3,3,3.0,1,1,0,0,0.0,19,19,19.0,No
