Release Index,File,LOC,LOC Thouched,LOC Added,MAX LOC Added,Num Revisions,Num Authors,Churn,MAX Churn,ChgSet Size,Max ChgSetSize,Buggy,Num Bugs
1,daffodil/sub-projects/core/lib/scalatest-1.6.1.jar,21521,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/test/AG.xsd,48,220,0,0,2,2,-110,0,156,80,No,0
1,daffodil/sub-projects/core/src/xsd/AP.dfdl.xml,25,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/bin/daffodil/processors/input/text/BooleanTextProcessor$$anonfun$makeIntoBoolean$1.class,13,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/doc/design-notes/exports/daffodil.html,28,58,29,29,1,1,29,29,137,137,No,0
1,daffodil/doc/DFDL-Schema-Object-Model/exports/AnnotatedClasses.png,230,0,0,0,1,1,0,0,6,6,No,0
1,daffodil/sub-projects/core/src/daffodil/dsom/GrammarMixins.scala,448,1792,732,258,10,4,568,222,138,53,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/lib/xhtml/modules/hypertext.rng,57,122,61,61,1,1,61,61,241,241,No,0
1,daffodil/bin/daffodil/debugger/BasicTextDebugger$$anonfun$removeBreakpoints$2.class,17,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/src/xsd/AF.dfdl.xml,49,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/jing/allclasses-noframe.html,160,334,167,167,1,1,167,167,241,241,No,0
1,daffodil/bin/daffodil/exceptions/MalformedXMLException.class,12,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/src/xsd/BB.dfdl.xml,26,62,30,29,2,1,29,29,75,42,No,0
1,daffodil/sub-projects/core/src/daffodil/schema/annotation/AnnotationDefaults.scala,78,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/daffodil-lib/bin/daffodil/exceptions/NotYetImplementedException.class,6,0,0,0,2,1,0,0,58,33,No,0
1,daffodil/srcTest/daffodil/xml/test/unit/XMLUtilTest.scala,157,290,132,120,2,1,119,114,23,16,No,0
1,daffodil/sub-projects/core/src/xsd/BG.dfdl.xsd,43,94,0,0,3,2,-47,0,197,80,No,0
1,daffodil/sub-projects/core/src/daffodil/schema/annotation/enumerations/SeparatorPosition.scala,39,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/bin/daffodil/processors/Failure$.class,17,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/bin/daffodil/Main$$anonfun$1.class,13,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/.idea/vcs.xml,6,14,7,7,1,1,7,7,300,300,No,0
1,daffodil/bin/daffodil/parser/regex/Regex$$anonfun$compile$2.class,12,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/lib/xhtml/modules/csismap.rng,90,204,102,102,1,1,102,102,241,241,No,0
1,daffodil/sub-projects/core/src/xsd/AJ.dfdl.xml,46,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/src/xsd/BC.dfdl.xml,24,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/src/daffodil/schema/annotation/enumerations/SequenceKind.scala,38,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/MCL/GKS 5 3d shaded polygons,670,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/src/daffodil/schema/annotation/enumerations/SeparatorPolicy.scala,39,4,1,1,1,1,0,0,136,136,No,0
1,daffodil/sub-projects/core/srcTest/daffodil/tdml/TestTDMLRunner.scala,282,1288,628,304,5,3,612,304,128,53,No,0
1,daffodil/bin/daffodil/processors/input/text/TextProcessor$$anonfun$first$1.class,12,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/doc/design-notes/exports/daffodil.html_files/icons/smiley-oh.png,10,0,0,0,1,1,0,0,137,137,No,0
1,daffodil/svn-commit.tmp,3,8,0,0,1,1,-4,0,2,2,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/lib/xhtml/modules/target.rng,24,62,31,31,1,1,31,31,241,241,No,0
1,daffodil/sub-projects/core/src/xsd/AA.dfdl.xsd,30,72,0,0,3,2,-36,0,197,80,No,0
1,daffodil/bin/daffodil/processors/ProcessorFactory$$anonfun$getBeforeProcessor$1.class,14,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/doc/design-notes/exports/daffodil.html_files/icons/info.png,9,0,0,0,1,1,0,0,137,137,No,0
1,daffodil/bin/daffodil/parser/regex/Regex$$anonfun$compile$1$$anonfun$apply$mcVI$sp$1.class,13,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/examples/example5-layers/input.txt,50,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/test-suite/ibm-contributed/dpaextflsmby101.dfdl.xsd,24,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/bin/daffodil/processors/ProcessorFactory$$anonfun$getTextRepresentation$1.class,11,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/test-suite/ibm-contributed/dpadelone107_05.dfdl.xsd,43,98,49,49,1,1,49,49,44,44,No,0
1,daffodil/bin/daffodil/processors/input/binary/DecimalBinaryProcessor.class,86,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/src/daffodil/dsom/Elements.scala,369,1760,667,281,10,4,454,281,132,53,No,0
1,daffodil/sub-projects/core/srcTest/daffodil/dsom/TestCompiledExpression.scala,69,166,81,79,2,1,79,79,76,53,No,0
1,daffodil/examples/example5-layers/schema.xsd,180,68,17,17,1,1,0,0,2,2,No,0
1,daffodil/bin/daffodil/exceptions/TerminatorMissingException$.class,7,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/regex/com/thaiopensource/datatype/xsd/regex/xerces2/package-summary.html,134,312,156,156,1,1,156,156,241,241,No,0
1,daffodil/bin/daffodil/processors/input/text/BooleanTextProcessor.class,94,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/src/xsd/AH.dfdl.xml,41,106,50,47,2,1,47,47,75,42,No,0
1,daffodil/src/daffodil/xml/XMLUtil.scala,478,722,197,132,3,1,33,23,185,136,No,0
1,daffodil/bin/daffodil/parser/regex/Regex$$anonfun$addAlternatives$2$$anonfun$apply$1.class,24,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/srcTest/daffodil/xml/test/unit/XMLUtilTest.scala,168,1040,280,140,3,3,40,20,352,300,No,0
1,daffodil/sub-projects/core/doc/design-notes/exports/daffodil.html_files/icons/button_cancel.png,11,0,0,0,1,1,0,0,137,137,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/regex/com/thaiopensource/datatype/xsd/regex/java/package-summary.html,138,320,160,160,1,1,160,160,241,241,No,0
1,daffodil/lib/xerces.jar,6650,0,0,0,1,1,0,0,136,136,No,0
1,daffodil/sub-projects/core/examples/example2-simple text/schema.xsd,19,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/bin/daffodil/exceptions/DFDLSchemaDefinitionException$.class,7,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/libsrc/saxonb9-1-0-8source.zip,24519,0,0,0,1,1,0,0,136,136,No,0
1,daffodil/sub-projects/core/src/daffodil/processors/input/binary/CalendarBinaryProcessor.scala,58,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/src/daffodil/schema/annotation/VariableDefinition.scala,42,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/src/daffodil/xml/TransformUtil.scala,60,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/test/AO.dfdl.xsd,50,110,55,55,1,1,55,55,137,137,No,0
1,.gitignore,20,60,27,14,4,3,24,14,32,17,No,0
1,daffodil/sub-projects/core/doc/design-notes/exports/daffodil.html_files/minus.png,4,0,0,0,1,1,0,0,137,137,No,0
1,daffodil/test/AH.xsd,42,190,50,48,3,1,5,48,148,136,No,0
1,daffodil/src/daffodil/schema/BasicNodeImpl.scala,316,176,53,51,2,2,18,18,148,136,No,0
1,daffodil/sub-projects/core/doc/design-notes/exports/daffodil.html_files/icons/folder.png,13,0,0,0,1,1,0,0,137,137,No,0
1,daffodil/test-suite/ibm-contributed/dpaspc7132_2.dfdl.xsd,41,98,49,49,1,1,49,49,44,44,No,0
1,daffodil/bin/daffodil/processors/xpath/XPathUtil.class,24,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/bin/daffodil/Main.class,24,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/test/AN000.xml,6,22,5,5,1,1,-1,0,136,136,No,0
1,daffodil/sub-projects/core/srcTest/daffodil/schema/test/integration/HiddenElementTest.scala,201,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/.idea/dictionaries/alejandr.xml,7,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/src/xsd/AE.dfdl.xml,60,136,67,66,2,1,66,66,75,42,No,0
1,daffodil/bin/daffodil/processors/ProcessorFactory$$anonfun$26.class,8,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/jing/index-all.html,1023,2084,1042,1042,1,1,1042,1042,241,241,No,0
1,daffodil/sub-projects/core/test-suite/ibm-contributed/alignment_bytes_12.dfdl.xsd,125,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/nrl.html,1653,3416,1708,1708,1,1,1708,1708,241,241,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/regex/com/thaiopensource/datatype/xsd/regex/package-frame.html,36,90,45,45,1,1,45,45,241,241,No,0
1,daffodil/bin/daffodil/processors/ProcessorFactory$$anonfun$getTextRepresentation$3.class,8,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/src/daffodil/schema/SimpleExtendedElement.scala,61,8,2,2,1,1,0,0,136,136,No,0
1,daffodil/bin/daffodil/processors/input/text/TextProcessor$$anonfun$2.class,14,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/test/AH.xsd,42,192,0,0,2,2,-96,0,156,80,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/jing-datatypes.html,35,88,44,44,1,1,44,44,241,241,No,0
1,daffodil/src/xsd/BA.dfdl.xml,62,138,68,67,2,1,67,67,75,42,No,0
1,daffodil/bin/daffodil/processors/ProcessorFactory$$anonfun$getBeforeProcessor$3.class,8,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/test/AV.xsd,188,848,0,0,2,2,-424,0,156,80,No,0
1,daffodil/sub-projects/core/src/xsd/AY.dfdl.xsd,38,84,0,0,3,2,-42,0,197,80,No,0
1,daffodil/sub-projects/core/src/daffodil/parser/SchemaParser.scala,488,500,186,92,4,3,122,61,361,300,No,0
1,daffodil/sub-projects/core/doc/design-notes/exports/daffodil.html_files/icons/down.png,9,0,0,0,1,1,0,0,137,137,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/regex/allclasses-noframe.html,34,82,41,41,1,1,41,41,241,241,No,0
1,daffodil/sub-projects/core/.idea/uiDesigner.xml,124,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/dfdl-property-code-generator/build.xml,21,50,25,25,1,1,25,25,17,17,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/jing/package-list,8,16,8,8,1,1,8,8,241,241,No,0
1,daffodil/test-suite/ibm-contributed/dpadelmulcho_01.xsd,75,190,95,95,1,1,95,95,44,44,No,0
1,daffodil/sub-projects/dfdl-property-code-generator/lib/junit-3.8.2.jar,1117,0,0,0,1,1,0,0,17,17,No,0
1,daffodil/bin/daffodil/arguments/NoValue$.class,17,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/jing/com/thaiopensource/xml/sax/Jaxp11XMLReaderCreator.html,239,548,274,274,1,1,274,274,241,241,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/jing/com/thaiopensource/validate/AbstractSchema.html,280,638,319,319,1,1,319,319,241,241,No,0
1,daffodil/sub-projects/core/src/daffodil/processors/input/binary/FloatBinaryProcessor.scala,50,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/src/xsd/BD.dfdl.xsd,19,44,0,0,3,2,-22,0,197,80,No,0
1,daffodil/libsrc/xerces-2_11_0/xerces-src-and-doc-rezipped.zip,19235,0,0,0,1,1,0,0,136,136,No,0
1,daffodil/sub-projects/core/test-suite/ibm-contributed/dpaext1.tdml,612,8,2,1,3,3,0,0,349,300,No,0
1,daffodil/sub-projects/core/test/AF.xsd,50,220,0,0,2,2,-110,0,156,80,No,0
1,daffodil/bin/daffodil/arguments/RequiredMultiple.class,32,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/bin/daffodil/processors/Empty$.class,17,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/src.zip,2626,0,0,0,1,1,0,0,241,241,No,0
1,daffodil/README,87,266,129,121,4,4,125,121,438,300,No,0
1,daffodil/test/AD.xsd,35,146,33,33,1,1,-7,0,15,15,No,0
1,daffodil/sub-projects/core/doc/design-notes/exports/daffodil.html_files/icons/calendar.png,8,0,0,0,1,1,0,0,137,137,No,0
1,daffodil/sub-projects/core/doc/design-notes/exports/daffodil.html_files/icons/full-2.png,10,0,0,0,1,1,0,0,137,137,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/datatype/org/relaxng/datatype/package-tree.html,141,322,161,161,1,1,161,161,241,241,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/jing/com/thaiopensource/validate/package-tree.html,149,338,169,169,1,1,169,169,241,241,No,0
1,daffodil/sub-projects/daffodil-lib/bin/daffodil/exceptions/UsageException.class,11,0,0,0,2,1,0,0,58,33,No,0
1,daffodil/bin/daffodil/processors/Failure.class,20,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/src/daffodil/exceptions/UnimplementedException.scala,48,44,16,8,3,3,10,5,352,300,No,0
1,daffodil/bin/daffodil/parser/xml/XMLOutputter.class,12,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/lib/saxon-b9-1-0-8/saxon9-s9api.jar,1321,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/src/daffodil/schema/annotation/enumerations/TextStringJustification.scala,41,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/jing/com/thaiopensource/util/Version.html,189,434,217,217,1,1,217,217,241,241,No,0
1,daffodil/sub-projects/core/daffodil.sh,7,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/daffodil-lib/src/daffodil/exceptions/Assert.scala,97,284,132,115,4,2,122,115,73,33,No,0
1,daffodil/test/AV.xsd,188,922,209,209,1,1,-43,0,42,42,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/pluggable-datatypes.html,36,94,47,47,1,1,47,47,241,241,No,0
1,daffodil/test-suite/ibm-contributed/dpaspc7132.dfdl.xsd,62,146,73,73,1,1,73,73,44,44,No,0
1,daffodil/bin/daffodil/processors/input/binary/BinaryProcessor$$anonfun$init$1.class,17,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/bin/daffodil/processors/input/text/TextProcessor$$anonfun$3.class,14,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/src/daffodil/schema/annotation/enumerations/LengthKind.scala,51,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/bin/daffodil/processors/Empty.class,19,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/bin/daffodil/TestExamples$$anonfun$main$2.class,33,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/bin/daffodil/parser/AnnotationParser$$anonfun$unescapePattern$1.class,31,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/src/xsd/AD.dfdl.xsd,32,80,0,0,3,2,-40,0,197,80,No,0
1,daffodil/sub-projects/core/doc/design-notes/exports/daffodil.html_files/marktree.js,359,946,473,473,1,1,473,473,137,137,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/jing/com/thaiopensource/validate/nrl/NrlSchemaReceiverFactory.html,281,634,317,317,1,1,317,317,241,241,No,0
1,daffodil/sub-projects/core/src/daffodil/Diffable.scala,92,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/test/AN001.xml,5,18,4,4,1,1,-1,0,136,136,No,0
1,daffodil/lib/icu4j-4_4_1_1.jar,46437,0,0,0,1,1,0,0,136,136,No,0
1,daffodil/sub-projects/core/src/xsd/AS.dfdl.xml,48,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/src-unused/SchemaComponent.scala,275,708,354,354,1,1,354,354,11,11,No,0
1,daffodil/bin/daffodil/processors/SeparatorAndTerminatorFOund.class,52,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/.idea/inspectionProfiles/Project_Default.xml,34,68,34,34,1,1,34,34,300,300,No,0
1,daffodil/sub-projects/dfdl-property-code-generator/.classpath,10,20,10,10,1,1,10,10,6,6,No,0
1,daffodil/bin/daffodil/processors/ProcessorFactory$$anonfun$getTextRepresentation$5.class,8,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/test/AE.dfdl.xsd,60,132,66,66,1,1,66,66,137,137,No,0
1,daffodil/sub-projects/daffodil-lib/src/daffodil/util/Misc.scala,70,190,90,36,7,5,85,36,151,36,No,0
1,daffodil/sub-projects/core/.classpath,57,482,116,55,6,4,-9,4,654,300,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/jing/com/thaiopensource/util/OptionParser.html,331,754,377,377,1,1,377,377,241,241,No,0
1,daffodil/sub-projects/core/src/daffodil/dsom/CompiledExpression.scala,137,394,176,88,3,2,155,78,97,53,No,0
1,daffodil/sub-projects/core/src/xsd/AP.dfdl.xsd,25,62,0,0,3,2,-31,0,197,80,No,0
1,daffodil/sub-projects/core/test/AX.dfdl.xsd,44,96,48,46,2,2,48,46,190,137,No,0
1,daffodil/sub-projects/core/test-suite/ibm-contributed/dpaflstrmnum01.dfdl.xsd,58,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/datatype/package-list,2,4,2,2,1,1,2,2,241,241,No,0
1,daffodil/bin/daffodil/arguments/ArgumentParser$$anonfun$2.class,16,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/srcTest/daffodil/parser/test/unit/VariableEncodingStreamReaderTest.scala,178,8,2,2,2,1,0,0,323,300,No,0
1,daffodil/sub-projects/core/test/BE.dfdl.xsd,29,68,33,27,2,2,32,27,190,137,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/jing/com/thaiopensource/validate/Option.html,221,508,254,254,1,1,254,254,241,241,No,0
1,daffodil/sub-projects/daffodil-lib/bin/daffodil/exceptions/Assert$$anonfun$subset$1.class,12,0,0,0,2,1,0,0,58,33,No,0
1,daffodil/bin/daffodil/processors/input/text/NumberTextProcessor$$anonfun$2.class,14,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/bin/daffodil/exceptions/DFDLAssertionException$.class,7,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/src/daffodil/exceptions/DaffodilException.scala,99,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/daffodil-lib/eclipse-xml-catalog.xml,10,72,23,11,5,2,10,11,31,13,No,0
1,daffodil/sub-projects/core/doc/design-notes/exports/daffodil.html_files/icons/stop-sign.png,8,0,0,0,1,1,0,0,137,137,No,0
1,daffodil/sub-projects/core/doc/design-notes/exports/daffodil.html_files/icons/smily_bad.png,9,0,0,0,1,1,0,0,137,137,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/jing/com/thaiopensource/validate/IncorrectSchemaException.html,217,494,247,247,1,1,247,247,241,241,No,0
1,daffodil/bin/daffodil/parser/regex/Regex$$anonfun$setStateNumbers$1.class,11,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/bin/daffodil/parser/regex/Regex$$anonfun$setTransitions$1$$anonfun$apply$6.class,18,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/test-suite/ibm-contributed/dpaimpflt_bin.dfdl.xsd,23,58,29,29,1,1,29,29,44,44,No,0
1,daffodil/bin/daffodil/processors/internal/Assert.class,63,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/test/AQ000.xml,8,12,3,3,1,1,0,0,136,136,No,0
1,daffodil/sub-projects/core/src/xsd/daffodil-defaults.dfdl.xml,39,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/bin/daffodil/parser/SchemaParser$$anonfun$parseComplexType$1.class,45,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/regex/com/thaiopensource/datatype/xsd/regex/xerces2/package-frame.html,25,64,32,32,1,1,32,32,241,241,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/datatype/overview-summary.html,136,316,158,158,1,1,158,158,241,241,No,0
1,daffodil/sub-projects/core/src/daffodil/processors/input/DebuggingBasicProcessor.scala,40,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/bin/daffodil/arguments/ArgumentParser$$anonfun$1.class,16,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/bin/daffodil/parser/regex/Regex$$anonfun$1.class,17,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/bin/daffodil/processors/ProcessorFactory$$anonfun$getTextRepresentation$6.class,8,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/src/daffodil/parser/xml/XMLOutputter.java,62,156,0,0,1,1,-78,0,136,136,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/regex/overview-frame.html,38,92,46,46,1,1,46,46,241,241,No,0
1,daffodil/sub-projects/core/src/daffodil/schema/annotation/enumerations/BinaryFloatRepresentation.scala,37,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/daffodil-lib/src/xsd/xml.xsd,113,268,134,134,1,1,134,134,14,14,No,0
1,daffodil/src/daffodil/processors/input/InputExpressionProcessor.scala,89,38,10,10,1,1,1,1,136,136,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/jing/com/thaiopensource/validate/FlagOption.html,272,620,310,310,1,1,310,310,241,241,No,0
1,daffodil/examples/example2-simple text/schema.xsd,19,4,1,1,1,1,0,0,2,2,No,0
1,daffodil/bin/daffodil/parser/regex/Regex$$anonfun$setStateNumbers$2.class,8,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/jing/com/thaiopensource/validate/ValidationDriver.html,430,964,482,482,1,1,482,482,241,241,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/jing/com/thaiopensource/validate/rng/package-tree.html,135,310,155,155,1,1,155,155,241,241,No,0
1,daffodil/sub-projects/core/src/daffodil/parser/xml/Writer.scala,88,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/lib/junit-3.8.2.jar,1117,0,0,0,1,1,0,0,136,136,No,0
1,daffodil/bin/daffodil/exceptions/ElementNotFoundException$.class,7,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/doc/design-notes/exports/daffodil.html_files/icons/launch.png,11,0,0,0,1,1,0,0,137,137,No,0
1,daffodil/bin/daffodil/parser/regex/Regex$$anonfun$setStateNumbers$5$$anonfun$apply$5.class,14,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/bin/daffodil/arguments/OptionalSingle.class,23,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/test/AW.xsd,25,8,2,2,1,1,0,0,136,136,No,0
1,daffodil/sub-projects/core/test/AY.xsd,27,120,0,0,2,2,-60,0,156,80,No,0
1,daffodil/src/daffodil/Implicits.scala,15,38,19,19,1,1,19,19,136,136,No,0
1,daffodil/sub-projects/core/lib/saxon-b9-1-0-8/saxon9-xpath.jar,424,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/test/BC000.xml,14,52,13,13,1,1,0,0,136,136,No,0
1,daffodil/bin/daffodil/processors/ProcessorFactory$$anonfun$getTextRepresentation$7.class,8,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/jing/com/thaiopensource/validate/rng/CompactSchemaReader.html,244,548,274,274,1,1,274,274,241,241,No,0
1,daffodil/bin/daffodil/parser/regex/Regex$$anonfun$setStateNumbers$3.class,13,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/test/AE.xsd,63,272,0,0,2,2,-136,0,156,80,No,0
1,daffodil/sub-projects/core/test-suite/ibm-contributed/dpadelbcd_01.dfdl.xsd,62,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/src/xsd/daffodil-defaults.dfdl.xml,39,98,47,45,3,1,45,45,44,42,No,0
1,daffodil/bin/daffodil/processors/LastEmpty.class,19,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/daffodil-lib/.project,18,36,18,18,1,1,18,18,33,33,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/lib/xslt.rng,895,1790,895,895,1,1,895,895,241,241,No,0
1,daffodil/sub-projects/core/.idea/misc.xml,35,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/src/xsd/test-all-properties-all-dfdl-annotation-elements.dfdl.xml,210,920,230,230,2,1,0,230,25,15,No,0
1,daffodil/updatedSrcTest/daffodil/parser/RollbackStreamUniTest.scala,324,768,0,0,1,1,-384,0,136,136,No,0
1,daffodil/sub-projects/core/srcTest/daffodil/parser/TestICUBehavior.scala,518,1128,564,564,1,1,564,564,53,53,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/datatype/org/relaxng/datatype/package-frame.html,44,106,53,53,1,1,53,53,241,241,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/regex/com/thaiopensource/datatype/xsd/regex/package-tree.html,141,322,161,161,1,1,161,161,241,241,No,0
1,daffodil/bin/daffodil/parser/regex/Regex$$anonfun$setStateNumbers$6.class,12,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/daffodil-lib/src/xsd/DFDLSubsetOfXMLSchema_v1_036.xsd,1582,3466,1730,1726,2,2,1727,1726,151,137,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/xerces.copying.txt,169,404,202,202,1,1,202,202,241,241,No,0
1,daffodil/test-suite/ibm-contributed/dpaspc_41_83_04_02.dfdl.xsd,43,100,50,50,1,1,50,50,44,44,No,0
1,daffodil/bin/daffodil/processors/input/text/NumberTextProcessor$$anonfun$makeIntoNumber$1.class,13,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/jing/com/thaiopensource/validate/auto/SchemaReaderSchemaReceiver.html,227,522,261,261,1,1,261,261,241,241,No,0
1,daffodil/sub-projects/core/src/xsd/daffodil-defaults.dfdl.xsd,39,0,0,0,2,2,0,0,156,80,No,0
1,daffodil/sub-projects/core/srcTest/daffodil/schema/test/integration/SimpleElementTest.scala,76,16,4,4,2,1,0,0,323,300,No,0
1,daffodil/src/xsd/AT.dfdl.xml,105,244,121,119,2,1,120,119,75,42,No,0
1,daffodil/bin/daffodil/debugger/BasicTextDebugger$$anonfun$removeBreakpoints$3.class,19,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/bin/daffodil/processors/SeparatorFound$.class,22,0,0,0,2,2,0,0,600,300,No,0
